id_game,pemenang,strategi_pembuka
wYvU04xT,black,Sicilian Defense
Huws5oks,black,Sicilian Defense
ZoGbltPY,black,Italian Game
MVFHuMKf,black,Sicilian Defense
7EMmJstV,black,Sicilian Defense
R9HE5IB3,white,Italian Game
EjwyYXuk,white,Sicilian Defense
8obrNAfO,black,Sicilian Defense
Z7eY0Y0J,white,Sicilian Defense
uWtyywZE,black,French Defense
3g2l5Au2,black,French Defense
ztvHNnfS,black,Sicilian Defense
aTN2GyxO,white,Sicilian Defense
DLw2BoEK,black,French Defense
VF9tpTZx,white,Sicilian Defense
v4vOeafM,white,French Defense
3FIRCjKr,black,Italian Game
i9ZWGpxj,white,Sicilian Defense
VdbziIwK,white,Italian Game
csC3Tq2e,white,Sicilian Defense
YH1aoKN3,black,Italian Game
Wl6I1leN,white,Italian Game
ZCgDTXYw,black,Italian Game
gPKcenSE,white,Sicilian Defense
I825rHtd,white,Sicilian Defense
MChE1gRm,white,Sicilian Defense
txumUnAZ,white,Sicilian Defense
NG3L7ycC,white,Sicilian Defense
HvmnPIyJ,white,Sicilian Defense
XtHAdj2A,black,Sicilian Defense
d00tBEMf,black,Sicilian Defense
kM4WYYjC,white,French Defense
TtsbqLrX,black,Sicilian Defense
YwAWtovY,white,French Defense
q9PxFo7Z,black,Sicilian Defense
ujt3NTXo,black,Sicilian Defense
WGojl8im,white,Sicilian Defense
xPB0CmEP,white,Sicilian Defense
MkIzoy30,black,Sicilian Defense
5YMjXKNi,white,Sicilian Defense
7IyonzOY,white,Italian Game
3IPPVr9Y,white,Sicilian Defense
zLG5gTJ9,black,French Defense
cmfM3vr9,white,Sicilian Defense
FoGBNiqO,black,Sicilian Defense
bbgVRZrl,white,Sicilian Defense
kzxfItmB,white,Sicilian Defense
vtCUw4Z9,black,Sicilian Defense
dOQaxzEn,white,Sicilian Defense
AKuWPODR,black,Sicilian Defense
fsVliFww,white,French Defense
DmFupUp9,white,Sicilian Defense
4bhYjzWn,black,Sicilian Defense
peDF4tDs,white,Sicilian Defense
o6ht4hXV,white,Sicilian Defense
jQ7Y6vg8,white,Italian Game
OXRZD7pf,white,Italian Game
7gnI7aI2,black,Sicilian Defense
l1rVtR4D,white,Sicilian Defense
Yn6ARbwf,white,Sicilian Defense
27EQVgSY,white,Sicilian Defense
h2hDoQfF,white,Italian Game
cWybHfam,black,Sicilian Defense
UjQ2k2v3,black,Sicilian Defense
yLrQAXdi,black,Sicilian Defense
OHbD1Bj8,white,Italian Game
sKcUaJD0,white,Italian Game
OM9Udl70,white,Sicilian Defense
FHKfsIGB,black,Italian Game
M7DQMNCz,black,Sicilian Defense
FEhE29BU,white,Sicilian Defense
XtVCKkHH,black,Sicilian Defense
pQrvzzRj,white,Sicilian Defense
qgMuPIRq,white,Sicilian Defense
Hrm8s5OA,white,Sicilian Defense
e3jWlzkY,black,Sicilian Defense
kR6L0fOR,black,Sicilian Defense
NnYLEX21,white,Sicilian Defense
akdR6XtB,white,French Defense
O4NDztzf,black,Sicilian Defense
fw36Fn0C,white,Sicilian Defense
861iEeoh,black,French Defense
wRcp1MGU,white,French Defense
UQq3ivle,white,French Defense
COa0KL60,black,French Defense
zURcNpug,black,French Defense
OCyFRjMO,black,French Defense
k1tU3Z2d,white,French Defense
RS68WCJP,white,French Defense
3RyTRCMI,white,French Defense
UKhQpE0i,black,French Defense
SKYTlwbX,white,Sicilian Defense
POZjFCQk,black,Sicilian Defense
kPqVRBfu,white,Sicilian Defense
8rga0EQa,black,Sicilian Defense
b9Yt7i2U,black,Sicilian Defense
eG4fdjfe,white,French Defense
vMRpDJNa,black,French Defense
5GfuS58Z,white,Sicilian Defense
yJ64KTDZ,black,Sicilian Defense
aaTUKdXr,black,French Defense
4Q9VkO3g,white,French Defense
bctJUyQY,white,Sicilian Defense
XU2wO7zr,black,Sicilian Defense
wHKKdh6f,black,Sicilian Defense
Dz2tpGC9,black,Sicilian Defense
CMMX45Qs,black,Italian Game
VOeOmP1j,white,Italian Game
SIIDLE69,black,Italian Game
1GJI8zgp,white,Italian Game
0gTDO6Av,black,Sicilian Defense
j5KY62yS,black,French Defense
h0YsGMhj,black,Italian Game
O037dETy,black,Sicilian Defense
mJ9VpdxV,white,Italian Game
buoXEwKb,black,Sicilian Defense
t7gtqc9z,white,Sicilian Defense
PbA7qLqI,black,French Defense
7H9SOyVA,white,Sicilian Defense
shlDgq35,white,Sicilian Defense
iiiP2PRY,white,Sicilian Defense
lTjmuRcd,black,Sicilian Defense
5XTZSGoB,black,Sicilian Defense
PqhKCSC5,black,Sicilian Defense
0rnzVP30,white,Sicilian Defense
PS4kBA8V,white,Sicilian Defense
5xXoCwL4,black,Sicilian Defense
z8EM9V2v,white,Sicilian Defense
BsbBPrNI,black,Sicilian Defense
z5wDecrp,white,Sicilian Defense
Hs2nKIDF,black,Sicilian Defense
kVuHvNkK,white,Sicilian Defense
94bnYykD,black,Sicilian Defense
Xxc3p2uQ,white,French Defense
49fkm6ti,black,Sicilian Defense
paYlEGFZ,white,Sicilian Defense
I11KlZYP,black,Sicilian Defense
0GDKnBd3,black,Italian Game
oOiypbgy,black,French Defense
UEj6oJlJ,black,Sicilian Defense
ZUIggOv2,white,Sicilian Defense
mtYkCIyO,black,French Defense
NBrcLYA0,black,French Defense
cRnV7AoK,black,Italian Game
7PDE1LXl,black,French Defense
wowIG3Cn,black,Sicilian Defense
DzNsdhqe,black,Sicilian Defense
JdzySEO4,black,Sicilian Defense
MgmLb2jQ,white,Sicilian Defense
0KNM12o8,white,Italian Game
csCbNnX0,white,Sicilian Defense
O6uJxyPY,black,Sicilian Defense
sFeHU4f4,white,Sicilian Defense
udQ7VgZG,white,Sicilian Defense
z0VaJEMu,black,Sicilian Defense
O7Fxz02z,black,Sicilian Defense
FWQrXRbq,white,Italian Game
AsvsUeMB,white,Sicilian Defense
6Is0IXFg,black,Italian Game
gzKxnMzD,white,Italian Game
FlztYi0o,white,Sicilian Defense
AsvsUeMB,white,Sicilian Defense
QaCKKfT5,white,Sicilian Defense
T1Bap2Tu,white,French Defense
BaB0hNLw,black,Italian Game
gbaT0U97,black,Sicilian Defense
hXBow39o,black,Sicilian Defense
adLUOpXO,white,Sicilian Defense
o5O1BvZB,black,French Defense
ynnYcb5x,black,Sicilian Defense
3k0pNkXe,black,French Defense
dzRXRHSb,white,French Defense
2OyQdaII,black,Sicilian Defense
3WeOvP8L,black,Sicilian Defense
h83SaBYw,white,Italian Game
FgdZlqPQ,black,Italian Game
hkRfUYck,white,Italian Game
Yq32ZiHr,black,Sicilian Defense
a118fRW9,white,Sicilian Defense
tGaJzgpl,black,Sicilian Defense
QpaDX0fx,white,Italian Game
BNhl1MQI,black,Italian Game
rgV7epPN,white,Sicilian Defense
PodoYo1x,white,Sicilian Defense
qNMcwQk6,black,Sicilian Defense
1kSdlyQ9,white,Sicilian Defense
pEUDMGUV,black,Sicilian Defense
uh6W9T0e,white,Sicilian Defense
BRJEylSP,white,Sicilian Defense
TDnQbBu3,white,Sicilian Defense
50qxvBuq,black,Sicilian Defense
VzwNOnKd,black,Sicilian Defense
eOMiyikf,white,Sicilian Defense
56TqjWHg,white,Sicilian Defense
0ziGdYr9,black,Sicilian Defense
6KxoCQso,white,Sicilian Defense
H5c8W8kt,black,French Defense
WLsc1idb,black,Sicilian Defense
zzL3hSsQ,white,Sicilian Defense
K9BtBxfT,white,Sicilian Defense
1taNrG0Q,black,Italian Game
iUprRN5Y,black,French Defense
LHacUHGg,white,French Defense
gK53LoyH,black,Italian Game
Dl4Zf3cB,white,Sicilian Defense
Us4Vlwn1,white,Sicilian Defense
m8RHBy35,white,Italian Game
6xsGO2yT,white,French Defense
NgAiGUBQ,black,Sicilian Defense
osZcCRHB,black,Sicilian Defense
1ShZ7t8X,black,French Defense
h8w4sQXU,black,French Defense
KkRrLM9Y,black,French Defense
IMytGner,white,French Defense
nruWdR20,white,French Defense
LDwSfCg6,black,French Defense
LRMnfgxU,black,French Defense
CjPoNdX9,white,French Defense
6d6dN3s1,black,Sicilian Defense
v7friJH4,black,Sicilian Defense
PQnxrZoc,white,Italian Game
OzYw0pn3,white,Italian Game
VynmLW6S,white,Italian Game
uk9jgt5o,black,Sicilian Defense
4FoXl5hy,black,Sicilian Defense
iLmJkp8t,white,Sicilian Defense
kC4TiX8p,black,Italian Game
UEJnPpXc,black,Italian Game
BOJ8n9Jc,white,Italian Game
EI96TnPU,white,Sicilian Defense
rDMdR0QR,black,Italian Game
nbnUt8YK,black,Sicilian Defense
X3eoOOLt,black,Italian Game
LHpThC8G,white,Sicilian Defense
RshYa79S,black,Sicilian Defense
SzCdCmgL,white,French Defense
o8gydUwy,black,Sicilian Defense
Ay5ZAGTx,black,Sicilian Defense
RDWDc6gB,black,Sicilian Defense
6Ew7d4T6,black,Sicilian Defense
CZydGTTM,black,Sicilian Defense
kr73BvBM,white,Italian Game
STL9g8fq,black,Italian Game
CGtBLVgJ,black,French Defense
8isWfhZj,black,Italian Game
FFx3Oo2s,black,Italian Game
WvLEpyz9,white,Italian Game
5zQzYYyd,white,Italian Game
ERNYL6J1,white,Italian Game
Iyu5gSbA,white,Sicilian Defense
Eb9wNRaY,black,Sicilian Defense
lvEDt5RY,black,Sicilian Defense
eI0lWQaO,black,Sicilian Defense
QpuVJ2dA,black,Sicilian Defense
zn1kxwyo,black,Sicilian Defense
bl7rfDyr,white,Italian Game
aJg6U7qE,white,Sicilian Defense
gO6U7TbU,black,Italian Game
zbUv3wpF,white,Italian Game
RatkQppC,black,Italian Game
1aCV5cTU,black,Sicilian Defense
StUUMxck,white,Sicilian Defense
khJOZetm,white,Sicilian Defense
8CCBHpef,white,Sicilian Defense
c4xul4aH,white,French Defense
vpjY6bCl,black,Sicilian Defense
JTN2v1Hw,white,Sicilian Defense
fQ4D2RZl,black,Italian Game
XJKX8Ntn,white,Sicilian Defense
UnmBEhV1,white,Italian Game
GWmNJJX8,white,Italian Game
pYS9onrM,black,Italian Game
vqp6VIDL,white,Italian Game
PeK0Ckho,white,Italian Game
dij5GBNh,black,Sicilian Defense
ivQJeein,black,Sicilian Defense
wVOWTMKm,black,Italian Game
hBR9sk6V,black,Sicilian Defense
DnZZIB16,white,Sicilian Defense
dFAhpgc7,black,Sicilian Defense
Qua9vpsC,white,Sicilian Defense
ByKflXo6,black,Sicilian Defense
0xWr8ncD,black,Sicilian Defense
OQHUf7m2,black,Sicilian Defense
90XaNUOX,white,Sicilian Defense
tahL9yB9,white,Sicilian Defense
wmAmeNIB,black,Sicilian Defense
R3tYdIN6,white,Sicilian Defense
dD90S0Xp,black,Italian Game
dbGUXGos,black,Italian Game
OWd1G3jm,white,Italian Game
MiwgmdxP,black,Sicilian Defense
ToODUZJO,black,Sicilian Defense
xn0wozhI,black,French Defense
lbF16ssG,black,French Defense
APsZok2W,black,Sicilian Defense
NPalIBVL,black,Italian Game
xfJxYqQh,white,French Defense
zs7fk6VR,white,Sicilian Defense
1JVYK6lE,white,Sicilian Defense
xLPL3zyV,white,Sicilian Defense
TWCWKXYp,black,Sicilian Defense
hevNEMem,white,Sicilian Defense
n2euT8bl,black,Sicilian Defense
EKR53J06,white,Sicilian Defense
y1ElkyO7,black,Sicilian Defense
lPmWxNiM,black,Sicilian Defense
OjGhMkmy,white,Sicilian Defense
OnCNqeEg,black,Sicilian Defense
2noaw7Qr,black,Sicilian Defense
IsrvOLZO,black,Sicilian Defense
cn5Zim8J,white,Sicilian Defense
bxLQan7J,white,Sicilian Defense
YEUCY5Qe,black,Sicilian Defense
zcdLLTif,white,Sicilian Defense
KY6tjGQF,black,Sicilian Defense
TWhjqk3m,white,Sicilian Defense
ZabNlAgU,black,Italian Game
KYgySL7C,black,Sicilian Defense
LZbEI73B,black,Sicilian Defense
0L0zacmU,white,Italian Game
LIFTCysG,black,Sicilian Defense
YVUtOAej,black,Italian Game
IH4bWJ7F,white,Sicilian Defense
2YAB30OA,black,Sicilian Defense
zqT6WNAP,black,Sicilian Defense
WO8dZWm5,black,Sicilian Defense
MtDU2OuN,black,Sicilian Defense
g0cjo6tK,white,Italian Game
bc9QcnOx,white,Italian Game
J8t6BihJ,white,French Defense
YpeCCP98,black,Sicilian Defense
vdvkgGOu,black,Sicilian Defense
ZfWRDgID,black,Italian Game
dSUzmu0n,black,Sicilian Defense
9m1qxLbB,white,Sicilian Defense
IpONOq17,white,Sicilian Defense
No5GaSYA,black,Sicilian Defense
005lW0Xz,white,Sicilian Defense
ukJJl4Uv,black,Sicilian Defense
WfmQaNyC,black,Sicilian Defense
rcdMsdjs,black,Sicilian Defense
iBmsIfdQ,white,Sicilian Defense
yKYHm4Op,black,French Defense
Ap1IrBGu,white,Italian Game
a3IM5ZlR,white,French Defense
qAjnQuMs,black,Sicilian Defense
6M0gH6Hy,black,Italian Game
mQmeRjep,black,Italian Game
zZK6BQrf,white,Italian Game
jPu5u90q,white,Sicilian Defense
tQ63IEUU,white,Italian Game
rQCL2WrA,white,Sicilian Defense
WzQ9xjsJ,black,Italian Game
iYd1UOK9,white,French Defense
3SLzHLi4,white,French Defense
z73ClXnp,black,French Defense
8TIGVi1Y,white,Sicilian Defense
2hGmmMjh,black,Italian Game
eZqs07x5,white,French Defense
dTlIUEOP,white,French Defense
S7dLmmsJ,white,French Defense
3r1Oeq63,white,French Defense
eP4YVNoS,white,Italian Game
jGgYRoq4,white,French Defense
V7tnLAly,black,Sicilian Defense
nb4eCxN4,white,French Defense
GP0CCvK3,black,Italian Game
Fi8AMM65,black,French Defense
VXd7I1Ef,white,Sicilian Defense
jZYNMVvw,white,Sicilian Defense
dfMGCaQa,black,Sicilian Defense
EXvZAWS0,white,French Defense
MZeSQKlW,white,Sicilian Defense
e8VlNjA5,white,Sicilian Defense
mXwpi5As,white,Sicilian Defense
kQCjlCN6,white,French Defense
cVd0Ri0e,black,Sicilian Defense
0qSdEYcX,white,Sicilian Defense
1gCJOp33,black,Sicilian Defense
2ZKK4Z80,white,French Defense
bjYevvZt,black,Italian Game
XB4FOuZw,white,Italian Game
YlSicZcT,white,Italian Game
lg2bLV8m,white,French Defense
U76lhfoa,black,Sicilian Defense
o6uPvpLh,black,Italian Game
NOL5qHby,black,Italian Game
APLQOlkp,black,Italian Game
26AWCC43,white,French Defense
QnMisHrQ,black,French Defense
nZGauvUf,white,Sicilian Defense
wbem7wvy,black,Italian Game
7C8D0rui,white,Italian Game
9kwIFXea,white,Italian Game
bZax5JlE,black,Italian Game
kI6HMyLd,white,Italian Game
YWIxXJ6N,white,Sicilian Defense
OHPw0ovd,white,Italian Game
QB14f1fY,black,Italian Game
qfGMKzMQ,white,Italian Game
56vli86V,white,Italian Game
awD5H21i,white,Italian Game
nWhCo0rP,white,Italian Game
XWOeTEaM,white,Italian Game
fZNM7JV0,black,Sicilian Defense
MP9Ox4EM,black,French Defense
rj36zvil,white,French Defense
wgIHzqDo,white,French Defense
A1BExYwf,black,Italian Game
vs4N1BEg,white,French Defense
S7dwSbNm,white,Italian Game
UrvIXmIz,black,Italian Game
p391pBJv,white,Italian Game
W2JE6Qiw,white,Sicilian Defense
V1srBflG,black,Sicilian Defense
8qecP458,black,Sicilian Defense
QJNs6iTe,black,Sicilian Defense
zNqHUSs7,black,Italian Game
wG8W5jNn,white,Sicilian Defense
5iaWzRkK,black,Sicilian Defense
6k3OLsm3,black,Sicilian Defense
IRMJeJme,black,Sicilian Defense
fWMuRGSu,white,Sicilian Defense
YJueM0AK,black,Sicilian Defense
BKz8Uv9r,black,Sicilian Defense
8Lb7m7jc,black,Sicilian Defense
LtgfG9ST,black,Sicilian Defense
odc3C9lA,black,Sicilian Defense
6seASI7Z,black,French Defense
45vyGw2x,white,Italian Game
pmIM8Ygd,white,Sicilian Defense
DpUpPLLS,black,French Defense
WCgo3zvi,white,Sicilian Defense
hYpQhXE1,black,Sicilian Defense
vSXfVGeX,white,Sicilian Defense
efU9OS1U,black,Sicilian Defense
EQNCIrQa,black,Sicilian Defense
FYlbiRrz,black,Sicilian Defense
eRv16Z3L,white,Sicilian Defense
M0UYlflP,white,French Defense
scJxpc2w,white,French Defense
yCKCprV7,white,French Defense
y0dTFdu3,black,Sicilian Defense
UgYu8QDP,white,Sicilian Defense
0g91ENS0,white,Sicilian Defense
8A2lNGm2,white,Sicilian Defense
YY9WD134,black,Italian Game
DwBtOM8N,white,Italian Game
xiKWjYnT,black,Italian Game
oeFTcMMR,white,French Defense
zmZ7kZ6a,black,Italian Game
mqnUNw8n,black,French Defense
cjpHSTzR,white,Sicilian Defense
KohsXbaK,black,Sicilian Defense
ZXV5huAr,white,Sicilian Defense
WPRh1lGW,white,Sicilian Defense
tdyLqVHe,white,Sicilian Defense
8tnDGm5v,white,Sicilian Defense
6UdWRSDC,black,Sicilian Defense
asKG6ooq,white,Sicilian Defense
yT7oLzyF,black,Sicilian Defense
O3OasHDr,black,Sicilian Defense
qrA6YdXH,white,Sicilian Defense
SPjMzlSi,white,Sicilian Defense
2ki5CXKq,white,Sicilian Defense
HZtUrlrB,white,Sicilian Defense
Zq3HBUYe,black,Sicilian Defense
76bV2AII,white,Sicilian Defense
KkOC5RhA,white,Sicilian Defense
cE27CaDy,black,French Defense
CI0HhGdV,black,Sicilian Defense
djk307Ib,black,Sicilian Defense
S0Fzaszc,black,Sicilian Defense
sl3IlOq3,black,Sicilian Defense
s2zB1giZ,white,French Defense
Ml4wDXzD,white,Italian Game
efGZ6wm1,black,Italian Game
ceqjE90V,black,French Defense
XdC6iN0V,white,Sicilian Defense
5R4XkFpr,black,French Defense
N1cL9YYe,black,Sicilian Defense
vb31rYEn,black,Sicilian Defense
h10SVrwy,black,Sicilian Defense
YdLIu6Qa,black,Italian Game
sltlH2Q2,white,Italian Game
460bfeoq,white,Sicilian Defense
ghuzGpYo,white,French Defense
vXzBDIeF,white,French Defense
wvpNZ8tu,white,Sicilian Defense
vlsOPiPK,white,Sicilian Defense
c3BlK1pu,white,Sicilian Defense
lg4zfS6h,black,Sicilian Defense
tZHwPCdE,white,Sicilian Defense
irGiRqL9,white,Sicilian Defense
Zzhixkcs,white,Sicilian Defense
lWjBzzEo,white,French Defense
q2ziIZyK,white,Italian Game
zSlX5RdI,black,French Defense
6qAcWuDW,white,Sicilian Defense
BsONneUC,white,Sicilian Defense
8JhV6fc7,white,Sicilian Defense
ogsh8hnL,white,Sicilian Defense
jE4JnJ7g,black,French Defense
nmhiTbyy,white,Italian Game
j5DZ1XlO,black,French Defense
DLlpiwHs,black,Sicilian Defense
zG9qJK1H,white,Sicilian Defense
tiTY4e9t,black,Sicilian Defense
BoaQwwkj,white,Sicilian Defense
qdrg4Ayw,black,Sicilian Defense
MzijfIEh,white,Sicilian Defense
tJQ8pRIU,white,Sicilian Defense
dvVcqbIR,black,Sicilian Defense
bI4negbb,black,Sicilian Defense
8EyJ6CtB,black,Sicilian Defense
fc2bW3IY,black,Italian Game
u9cRcHkn,black,Sicilian Defense
YDJvcybq,white,Sicilian Defense
ouWAYxxX,black,Sicilian Defense
8SoIIiyq,white,Italian Game
QJn0ZsWE,black,Sicilian Defense
fGpkSBHo,white,Sicilian Defense
HY0VcZ2c,black,French Defense
j0tRiaLx,black,Italian Game
wOmUHJXA,black,Italian Game
udI2AigU,white,Sicilian Defense
hrsjdYQG,white,French Defense
Iid9f5T6,white,Sicilian Defense
K8bjT4Am,black,Italian Game
SXb2k0WH,black,Sicilian Defense
8pWq9xdR,white,Sicilian Defense
0Z2wKkt2,white,Sicilian Defense
LeA5Ba5Z,black,Italian Game
l07f3ybC,white,Sicilian Defense
IrnogJWH,black,Sicilian Defense
Q6dSp9pm,black,Italian Game
OPRUAUSw,white,Italian Game
hQIR145L,black,Sicilian Defense
dHMiO0Y4,white,Italian Game
tKFrkbtc,white,Sicilian Defense
CHHmWHSw,black,Sicilian Defense
5OnTQt6u,white,Sicilian Defense
sXunv1V3,white,French Defense
iFSYMuKX,black,Sicilian Defense
Xv3Vkr7W,black,Sicilian Defense
66kCk4xi,white,Sicilian Defense
0B0hS70K,black,Sicilian Defense
HhMYxLAh,white,Sicilian Defense
SrGMaXC7,white,Sicilian Defense
FysmOiY4,white,Sicilian Defense
tnmzMOHT,black,Sicilian Defense
8e0ItTZe,white,Sicilian Defense
dYK1190t,black,Sicilian Defense
qH410IZt,white,Sicilian Defense
VAL4DPZ7,white,Sicilian Defense
rWOu6AiH,black,Sicilian Defense
nnoBiWIg,white,Sicilian Defense
g57O0JyH,white,Sicilian Defense
NJJv7muA,black,Sicilian Defense
wKlmBYWN,white,Sicilian Defense
dZ0HCVab,white,French Defense
J0CzTH6D,white,French Defense
MxpS5jnV,white,Italian Game
RJrYZphp,black,French Defense
AmVga76G,black,Sicilian Defense
FVHChe2F,black,Sicilian Defense
O1aeKYVU,white,French Defense
PLYrSuWR,black,Italian Game
SjyGWTnq,black,French Defense
TqdAknba,black,Sicilian Defense
wawk02Fd,white,Sicilian Defense
DPE1mbu6,black,Italian Game
BTLWdnmg,black,Sicilian Defense
K2ayt8Ek,white,Sicilian Defense
8pXdECBa,white,Sicilian Defense
vAcUt4N7,black,Sicilian Defense
M6f7WsSj,black,Italian Game
JS3Hs1Cf,white,Sicilian Defense
QD9fchtQ,black,Sicilian Defense
iIqPjRcT,black,Sicilian Defense
aFoMqsZK,black,Sicilian Defense
ZmCbS1t6,white,Sicilian Defense
cYyFW9u1,white,Sicilian Defense
8dptcjnH,white,Sicilian Defense
I2W2r9Cu,white,Sicilian Defense
euQD45XD,white,Sicilian Defense
NT79AsYH,white,Italian Game
uW6RqiDG,white,Sicilian Defense
LCYpF5cV,white,Sicilian Defense
6nr0qzOG,white,Sicilian Defense
1mf2tsYU,white,Italian Game
Kl5OMSHr,black,Italian Game
7osAIvsP,black,Italian Game
zCET88T5,white,Sicilian Defense
86s5g46i,white,French Defense
68OBhLWc,white,Sicilian Defense
1Kyrn2ht,black,Sicilian Defense
j5XSpCce,black,Sicilian Defense
SdHDVUT2,white,French Defense
EKNqvzZA,black,Sicilian Defense
yBWZcqBw,white,Sicilian Defense
iYFKVHDf,white,Sicilian Defense
KhiiHTvz,white,Sicilian Defense
SVtLq43U,black,Sicilian Defense
23I9pP3l,black,Sicilian Defense
UJkjouan,white,French Defense
izvNVfri,black,Italian Game
Y2xhAPWA,black,French Defense
FD9T23VD,black,French Defense
IdZ82Ko3,black,Italian Game
t9q46y47,black,Sicilian Defense
Lzff4Asf,white,Sicilian Defense
OadPeryr,white,French Defense
48MueB7r,white,French Defense
C3Oxhlwi,white,Sicilian Defense
7utnw2gJ,black,Sicilian Defense
92U5vKb7,white,Sicilian Defense
Z35Ve929,white,Sicilian Defense
KGvkPTKL,black,Sicilian Defense
b3tZRnvM,black,Sicilian Defense
biDckkF8,black,Sicilian Defense
YBakGSvi,white,Sicilian Defense
5zrYO1vV,black,Italian Game
QNnp7Dds,black,Italian Game
VJkAp7YG,white,Sicilian Defense
nA1HiO32,white,Italian Game
CMkAXLNK,white,Italian Game
JaL3Tgb0,white,Italian Game
aNxC8zDH,black,French Defense
KNOOLvct,black,Italian Game
RVqzxG0F,white,Italian Game
6bvBvO7M,white,French Defense
qNIGS4TY,white,French Defense
k7851C3o,white,French Defense
gd4yPl66,black,Sicilian Defense
HwhEOWSx,black,Sicilian Defense
3OxrOh7B,white,Italian Game
BBclUszG,white,Italian Game
kcMp6XOx,black,Italian Game
CRQu3YFH,black,French Defense
IpLIIpHg,black,Italian Game
tR1piL5f,white,Italian Game
g7vFtSOu,black,Italian Game
NI6WQk7C,black,Sicilian Defense
8UuSuizc,white,Italian Game
63AooKkY,white,Italian Game
OYCX3Dty,white,Sicilian Defense
Le497xPA,white,Sicilian Defense
TglXaqpn,black,Italian Game
ubMcWJVE,white,Italian Game
xCYtQhhQ,white,Italian Game
DuvE9ovK,black,Italian Game
c8bY12Pd,black,Sicilian Defense
mJEfuyvG,black,French Defense
47BoWSz7,black,Sicilian Defense
9wUtTJwa,black,Sicilian Defense
E5OEZu4q,white,Sicilian Defense
A7zUyrmv,white,Sicilian Defense
40JY0X0H,black,Sicilian Defense
H32dyxIw,white,Italian Game
SGqPmZt3,white,Italian Game
piT83aLA,white,Sicilian Defense
XyhOGoov,white,Sicilian Defense
Skc2IjkW,white,Sicilian Defense
uNfygRgx,white,Sicilian Defense
a2P7cczz,black,French Defense
1S6T33bR,white,French Defense
1rAcZvd6,white,Italian Game
2i8M8PYT,black,French Defense
9A1eXn6y,black,French Defense
UUj52d9a,black,French Defense
t3SooueB,white,French Defense
s5AC4oIq,black,French Defense
VooWFavf,white,French Defense
Lb8iTUE4,black,French Defense
iMM1B6Zd,white,French Defense
t8iqYxqb,white,French Defense
IYoYS6wg,white,French Defense
nr1bYwfb,white,Sicilian Defense
msXKrSLX,black,French Defense
5rFE06Ga,black,Sicilian Defense
IZan8nG3,black,French Defense
qeRNLEZa,white,French Defense
dUqh4kfq,white,French Defense
5Q26Dpdo,black,French Defense
DMJlgOSX,black,French Defense
WXq3dsd5,white,French Defense
N0ZyRvtx,white,French Defense
pfetxTJL,black,French Defense
KNtf7tVE,white,Sicilian Defense
f4KiOtsa,white,Italian Game
eFcWtJ25,black,Italian Game
Yg2kT6sJ,white,Italian Game
FOT06Of0,white,Italian Game
sipCV6bn,white,Sicilian Defense
cDlt1aBp,black,French Defense
igbLsMGn,black,French Defense
xd0IP5tx,white,French Defense
Wy8A4a37,black,French Defense
IfQC0hNI,black,Sicilian Defense
aKOMIc6y,black,French Defense
VCvEs4nz,white,Italian Game
FMUTtWge,white,Italian Game
HjDSboqR,black,Sicilian Defense
WnFVWXmw,white,French Defense
Tz9AkJQ3,black,Italian Game
0EEym5Qa,white,Italian Game
H4iU906s,white,Sicilian Defense
qxTSCLIs,white,French Defense
3m7ggMxg,white,Italian Game
F3XHfuEh,white,Italian Game
ilal9hC5,black,French Defense
gjo8uAMJ,black,French Defense
wQesKlOv,black,French Defense
crp0pFsT,black,Sicilian Defense
ErEvcBVe,black,French Defense
dn2wv90o,black,French Defense
ThtN70Dk,black,Sicilian Defense
ThKAFWVP,black,Sicilian Defense
dzw9nnrA,black,Sicilian Defense
WEzpfM95,white,French Defense
KPJotpfs,white,Italian Game
5R0OvEII,black,Italian Game
J8HVJIOA,white,Italian Game
iEh5j0ut,white,Sicilian Defense
oL0PYmZ9,white,Sicilian Defense
bHBd6vtc,white,Sicilian Defense
X8ykXx7n,white,Sicilian Defense
F4ECf8HX,white,Sicilian Defense
T96xFNoo,black,French Defense
TWzc84Vl,black,French Defense
X4AEBO3E,black,French Defense
YSU9Y6Fk,white,French Defense
sKkq0dBb,white,Sicilian Defense
ZuRl6w1z,white,Italian Game
cki8lKFx,black,Sicilian Defense
3VdiT3Af,white,Sicilian Defense
gaj4pBkr,white,Sicilian Defense
GNBLSaYn,black,Italian Game
aHxU6UPt,black,Sicilian Defense
ujwDMfSD,black,Sicilian Defense
4HqiEPQW,white,Sicilian Defense
c0vK9sas,black,Italian Game
qsbGT8q0,black,French Defense
wgqucrhE,black,Sicilian Defense
y36W6Jzm,black,Sicilian Defense
lqOkE5vK,black,Sicilian Defense
WoXGmMSk,white,Sicilian Defense
AfI69Hi1,black,French Defense
QtDsXGRd,white,French Defense
jkcbQvhE,white,French Defense
VcRPgzDt,black,Sicilian Defense
uwgsMl1L,black,French Defense
gYrID8Ip,black,Sicilian Defense
OSP5NuJW,black,French Defense
9TQ2C0Dn,white,Italian Game
jxRrW6we,white,French Defense
LA0yEjVq,black,Italian Game
CwAL0pfB,white,Sicilian Defense
KGu96y5q,white,Sicilian Defense
5806w6mh,white,Sicilian Defense
fGHaofXX,black,Sicilian Defense
oU0xgYDW,white,Sicilian Defense
UsAKqNE4,black,Sicilian Defense
IrN53AMc,black,Sicilian Defense
